Timestamp,What is your gender,What is your primary sexual/romantic preference,What is your Major/Master's/PhD,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability,Do you have an opinion?,Likeability,Dateability
3/24/2023 11:32,Man,Woman,Computer Science,Yes,8,8,No,,,No,,,No,,,No,,,Yes,8,8,Yes,10,10,Yes,7,7,Yes,7,7,Yes,9,9,No,9,9,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,8,8,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,7,7,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,5,5,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,,,,,,,No,,,No,,,No,,,No,,,Yes,10,10,No,,,No,1,,No,,,No,,,Yes,10,10,No,,,Yes,10,10,No,,,No,,,Yes,3,3,Yes,5,5,No,,,Yes,6,6,Yes,10,10,No,,
3/24/2023 11:52,Man,Woman,Aeronautical Engineering,No,,,No,,,No,,,No,,,No,,,Yes,10,7,Yes,10,9,Yes,6,3,Yes,9,6,Yes,4,4,No,,,No,,,No,10,8,Yes,10,10,No,,,No,,,No,,,No,,,Yes,10,7,Yes,7,5,No,,,Yes,10,10,No,,,No,,,Yes,10,7,No,,,Yes,8,5,No,,,No,,,Yes,10,6,Yes,10,10,Yes,10,8,No,,,Yes,10,7,No,,,Yes,6,5,No,,,No,,,No,,,No,,,No,,,Yes,9,5,Yes,9,8,No,,,No,,,Yes,10,9,No,,,No,,,No,,,No,,,Yes,10,7,No,,,No,,,No,,,Yes,10,10,Yes,10,10,No,,,No,,,,,,,,,Yes,6,3,Yes,10,9,Yes,10,10,Yes,6,9,Yes,9,5,Yes,3,1,Yes,9,7,Yes,10,8,No,10,10,No,10,6,Yes,9,10,Yes,10,8,Yes,9,10,No,,,Yes,7,5,Yes,10,10,No,,,Yes,10,8,Yes,10,7,Yes,10,10
3/24/2023 12:03,Woman,Bi-Sexual,Environmental Engineering,No,5,5,No,,,No,,,No,,,No,,,Yes,4,4,Yes,6,8,Yes,6,,Yes,5,5,Yes,3,4,No,,,No,,,No,,,No,,,No,,,Yes,10,8,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,2,3,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,,,,,,,Yes,3,3,No,,,No,,,Yes,4,2,No,,,Yes,2,3,Yes,1,1,No,,,No,,,No,,,No,,,Yes,4,4,No,,,No,,,No,,,Yes,5,4,No,,,Yes,8,8,No,,,Yes,8,8
3/24/2023 12:17,Man,Woman,Electrical Engineering,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,,,,,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,1,1,Yes,6,6,Yes,10,10,No,,,Yes,6,4,Yes,1,1,No,,,No,,,No,,,Yes,5,3,No,,,No,,,No,,,No,,
3/24/2023 12:27,Woman,Bi-Sexual,Computer and Systems Engineering,Yes,5,2,No,,,No,,,Yes,3,3,Yes,8,8,Yes,1,,Yes,6,5,Yes,7,7,Yes,10,4,Yes,10,10,No,,,Yes,2,9,Yes,3,10,Yes,4,3,No,,,Yes,10,4,No,,,Yes,8,3,Yes,4,9,Yes,10,5,No,,,Yes,2,5,No,,,Yes,5,10,Yes,9,6,Yes,5,7,No,,,Yes,8,10,No,,,Yes,1,1,Yes,5,2,No,,,Yes,1,1,Yes,7,10,Yes,5,8,No,,,No,,,No,,,Yes,1,1,Yes,8,8,No,,,Yes,7,4,No,,,No,,,Yes,3,6,Yes,1,1,No,,,Yes,8,9,No,,,No,,,Yes,2,3,No,,,No,,,Yes,7,3,Yes,3,3,No,,,No,,,Yes,1,1,,,,,,,Yes,1,1,Yes,10,10,No,,,Yes,3,1,Yes,1,1,Yes,2,4,Yes,1,4,Yes,4,8,Yes,10,10,Yes,5,5,Yes,4,6,Yes,3,3,Yes,8,8,Yes,3,3,Yes,1,10,Yes,10,10,Yes,5,3,Yes,8,8,No,,,Yes,8,9
3/24/2023 12:27,Man,Woman,Mechanical Engineering,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,2,2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,3,3,Yes,3,3,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,1,1,No,,,No,,,No,,,No,,,Yes,2,2,Yes,2,2,No,,,No,,,No,,,No,,,No,,,No,,,,,,,,,Yes,3,3,No,,,No,,,Yes,5,5,Yes,1,1,No,,,Yes,2,2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,3,3,No,,,No,,,Yes,10,10,No,,,No,,
3/24/2023 12:27,Man,Woman,Computer and Systems Engineering,No,,,No,,,No,,,No,,,No,,,No,,,Yes,8,,Yes,3,,No,,,Yes,7,,No,,,No,,,Yes,3,,No,,,No,,,Yes,8,,No,,,No,,,No,,,Yes,8,,No,,,Yes,6,,No,,,No,,,Yes,3,,No,,,No,,,No,,,No,,,No,,,Yes,9,,No,,,No,,,Yes,1,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,4,,No,,,No,,,No,,,No,,,Yes,6,,No,,,No,,,No,,,Yes,8,,No,,,No,,,Yes,7,,,,,,,,Yes,2,,No,,,No,,,Yes,3,,No,,,Yes,9,,No,,,No,,,No,,,Yes,8,,No,,,Yes,2,,Yes,6,,No,,,No,,,Yes,3,,No,,,Yes,8,,No,,,No,,
3/24/2023 12:32,Man,Woman,Mechanical Engineering,Yes,3,8,No,,,No,,,No,,,Yes,5,8,Yes,2,2,Yes,8,10,Yes,1,4,Yes,8,5,Yes,10,10,No,,,No,,,Yes,4,4,Yes,3,5,No,,,Yes,10,7,Yes,2,6,Yes,7,5,Yes,8,6,Yes,4,7,No,,,Yes,2,2,No,,,Yes,10,8,Yes,7,4,Yes,7,10,Yes,1,6,Yes,4,9,Yes,4,7,Yes,4,7,No,,,Yes,8,9,Yes,10,7,Yes,4,9,Yes,7,4,No,3,7,Yes,4,7,Yes,9,5,No,,,Yes,8,5,No,,,Yes,7,10,No,,,No,,,Yes,9,3,Yes,1,1,No,,,Yes,8,4,No,,,No,,,Yes,3,8,Yes,5,7,Yes,7,9,No,,,No,,,No,,,No,,,No,,,,,,,,,Yes,7,4,Yes,9,9,Yes,9,8,Yes,4,7,Yes,1,1,No,,,No,,,Yes,6,10,Yes,10,10,No,,,Yes,4,6,No,,,No,,,No,,,Yes,2,4,Yes,6,9,Yes,1,2,Yes,9,7,No,,,Yes,9,9
3/24/2023 12:56,Man,Woman,Computer and Systems Engineering,Yes,8,8,No,,,No,,,No,,,No,,,Yes,6,6,Yes,6,6,Yes,7,7,No,,,Yes,7,7,No,,,No,,,Yes,6,6,No,,,No,,,No,,,No,,,No,,,No,,,Yes,8,8,No,,,Yes,6,6,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,5,5,No,,,No,,,No,,,No,,,No,,,Yes,7,7,No,,,No,,,Yes,6,6,Yes,3,3,No,,,No,,,No,,,Yes,10,10,Yes,4,4,No,,,No,,,No,,,Yes,5,5,No,,,No,,,No,,,Yes,4,4,,,,Yes,8,8,Yes,9,9,Yes,7,8,Yes,6,6,Yes,1,1,Yes,4,4,Yes,4,4,Yes,9,9,Yes,9,9,Yes,7,7,Yes,8,8,Yes,6,6,Yes,7,7,Yes,6,6,Yes,3,3,Yes,10,10,Yes,5,5,Yes,10,10,No,,,Yes,7,7
3/24/2023 13:03,Woman,Man,Computer Science,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,,,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,No,5,5,,,,Yes,1,1,Yes,8,5,No,5,5,Yes,7,5,No,3,2,No,5,5,Yes,4,2,Yes,5,5,Yes,8,5,Yes,6,5,Yes,5,5,Yes,6,5,Yes,5,5,Yes,6,5,Yes,5,5,Yes,4,2,Yes,7,3,Yes,9,6,Yes,6,5,Yes,6,5
3/24/2023 13:09,Man,Woman,Economics,Yes,8,6,No,,,No,,,No,,,No,,,No,,,Yes,8,5,Yes,5,1,Yes,7,5,Yes,10,10,No,,,No,,,Yes,7,4,No,,,No,,,No,,,No,,,No,,,Yes,6,3,Yes,9,9,No,,,Yes,7,5,No,,,No,,,Yes,,5,No,,,No,,,No,,,No,,,Yes,10,10,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,2,2,No,,,No,,,Yes,7,4,No,,,No,,,No,,,Yes,4,1,No,,,No,,,No,,,No,,,Yes,8,4,No,,,No,,,No,,,Yes,8,4,No,,,No,,,No,,,No,,,,,,Yes,6,2,Yes,8,6,Yes,5,3,Yes,5,5,Yes,2,1,Yes,3,2,Yes,4,2,Yes,5,5,Yes,5,5,Yes,6,3,Yes,6,6,Yes,6,3,No,,,Yes,3,2,Yes,3,3,Yes,3,1,No,,,Yes,8,8,Yes,6,5,Yes,8,6
3/24/2023 13:20,Woman,Bi-Sexual,Aeronautical Engineering,No,,,No,,,No,,,No,,,No,,,Yes,8,7,Yes,8,6,Yes,5,5,Yes,8,8,Yes,7,6,No,,,No,,,Yes,7,6,No,,,No,,,Yes,9,9,Yes,4,4,No,,,No,,,Yes,10,5,No,,,Yes,9,2,No,,,No,,,Yes,3,3,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,4,3,Yes,7,6,No,,,No,,,Yes,1,1,No,,,No,,,No,,,No,,,No,,,No,,,Yes,2,2,No,,,Yes,8,8,Yes,8,6,No,,,Yes,6,5,Yes,6,5,No,,,No,,,Yes,7,2,Yes,8,2,No,,,No,,,Yes,9,3,,,,Yes,7,7,Yes,10,7,Yes,10,9,Yes,8,7,No,,,Yes,1,1,No,,,Yes,9,7,Yes,10,9,No,,,Yes,9,6,Yes,7,6,No,,,No,,,No,,,Yes,7,8,No,,,Yes,10,9,No,,,Yes,10,8
3/24/2023 13:24,Woman,Bi-Sexual,Aeronautical Engineering,No,,,No,,,No,,,No,,,No,,,Yes,8,7,No,,,No,,,No,,,No,4,,No,,,No,,,No,,,No,,,No,,,Yes,8,6,No,,,No,,,No,,,Yes,7,7,No,,,Yes,6,3,No,,,No,,,Yes,9,10,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,8,,Yes,7,8,No,,,No,,,No,,,Yes,2,1,No,,,No,,,No,,,No,,,No,,,No,,,Yes,4,4,No,,,No,,,No,,,No,,,Yes,6,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,7,,,,,Yes,5,2,Yes,8,7,Yes,8,9,Yes,8,9,Yes,7,7,No,,,No,,,No,,,Yes,9,9,Yes,7,10,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,10,10,Yes,8,8,Yes,7,9
3/24/2023 13:25,Man,Woman,Electrical Engineering,Yes,4,3,No,,,No,,,No,,,No,,,Yes,10,7,Yes,10,10,Yes,10,10,No,,,Yes,7,5,No,,,No,,,Yes,6,1,No,,,No,,,No,,,Yes,1,1,No,,,Yes,9,7,Yes,8,4,No,,,Yes,1,1,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,6,1,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,3,1,No,,,No,,,Yes,6,3,Yes,9,6,No,,,No,,,Yes,4,2,No,,,No,,,No,,,No,,,Yes,7,4,No,,,No,,,No,,,Yes,6,2,No,,,No,,,Yes,7,4,Yes,10,7,,,,Yes,6,4,Yes,10,10,Yes,8,9,Yes,10,8,Yes,7,2,No,,,Yes,7,2,Yes,9,8,Yes,10,10,Yes,7,6,Yes,6,5,Yes,10,10,Yes,10,9,Yes,7,8,Yes,4,1,Yes,10,10,Yes,3,1,Yes,10,9,No,,,Yes,8,7
3/24/2023 13:28,Woman,None,Chemical Engineering,Yes,6,4,No,,,No,,,No,,,No,,,Yes,8,7,Yes,9,8,Yes,9,6,Yes,4,4,Yes,4,2,No,,,Yes,1,1,Yes,10,10,No,,,No,,,Yes,8,3,No,,,No,,,Yes,7,6,Yes,5,5,No,,,Yes,1,1,No,,,No,,,Yes,3,5,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,5,5,No,,,No,,,No,,,No,,,Yes,5,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,3,3,No,,,Yes,5,5,No,,,No,,,Yes,7,4,No,,,No,,,No,,,Yes,7,4,Yes,2,2,No,,,No,,,Yes,10,10,,,,Yes,7,3,Yes,10,10,Yes,8,7,Yes,9,7,Yes,1,1,Yes,9,5,Yes,7,2,Yes,8,8,Yes,10,10,Yes,7,7,Yes,5,4,Yes,9,8,Yes,8,8,Yes,7,4,Yes,1,1,Yes,10,10,Yes,5,5,Yes,10,10,Yes,10,10,Yes,8,8
3/24/2023 13:36,Woman,Man,Biomedical Engineering,No,,,No,,,No,,,No,,,No,,,Yes,8,7,Yes,10,9,Yes,8,6,No,,,Yes,4,6,No,,,No,,,Yes,5,7,Yes,4,4,No,,,Yes,8,2,Yes,8,8,No,,,Yes,4,2,Yes,6,9,Yes,8,7,Yes,8,5,No,,,No,,,Yes,8,6,Yes,8,5,No,,,No,,,Yes,3,2,No,,,Yes,9,4,Yes,10,2,No,,,Yes,1,1,Yes,6,5,No,,,No,,,No,,,Yes,4,4,Yes,8,9,No,,,Yes,6,8,Yes,8,7,Yes,8,6,Yes,9,9,Yes,4,2,No,,,Yes,6,3,Yes,7,3,No,,,No,,,No,,,No,,,No,,,Yes,8,6,Yes,5,5,No,,,No,,,Yes,3,2,,,,Yes,7,4,Yes,10,10,Yes,8,10,Yes,7,6,Yes,4,2,Yes,4,6,Yes,3,2,Yes,6,9,Yes,10,10,Yes,10,10,Yes,10,10,Yes,6,6,Yes,8,10,No,,,Yes,4,3,Yes,8,6,No,,,Yes,10,10,No,,,Yes,10,10
3/24/2023 13:38,Woman,Bi-Sexual,Mathematics,Yes,8,3,No,,,No,,,No,,,No,,,Yes,9,8,Yes,9,9,No,,,No,,,Yes,8,7,No,,,No,,,Yes,8,6,No,,,No,,,Yes,8,7,Yes,9,6,No,,,No,,,Yes,8,8,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,9,5,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,3,2,No,,,No,,,Yes,7,5,Yes,8,4,No,,,No,,,Yes,9,5,No,,,No,,,No,,,No,,,Yes,8,8,Yes,9,7,No,,,No,,,Yes,6,3,No,,,No,,,No,,,Yes,7,3,,,,Yes,8,3,Yes,10,10,Yes,10,9,Yes,9,8,Yes,9,8,Yes,7,3,Yes,7,6,Yes,7,4,Yes,10,10,Yes,9,10,Yes,7,7,Yes,9,5,Yes,8,7,Yes,9,6,Yes,5,5,Yes,8,7,Yes,8,5,Yes,9,8,No,,,Yes,9,6
3/24/2023 13:43,Man,Bi-Sexual,Games and Simulation Arts and Sciences,Yes,1,1,Yes,1,1,Yes,1,1,Yes,1,1,No,,,Yes,1,,Yes,10,5,Yes,4,3,Yes,4,3,Yes,2,1,No,,,No,,,Yes,4,1,Yes,1,1,Yes,2,1,Yes,5,5,Yes,1,1,No,,,No,,,Yes,5,1,No,,,Yes,6,1,No,,,No,,,Yes,3,1,No,,,No,,,Yes,2,1,No,,,Yes,1,1,Yes,7,3,Yes,3,3,No,,,Yes,1,1,Yes,1,1,No,,,No,,,No,,,Yes,1,1,No,,,Yes,1,1,Yes,1,1,Yes,1,1,No,,,Yes,1,1,Yes,1,1,No,,,Yes,4,1,No,,,No,,,Yes,2,1,Yes,1,1,No,,,No,,,Yes,2,1,Yes,1,1,Yes,1,1,No,,,Yes,1,1,,,,Yes,1,1,Yes,6,2,Yes,7,2,Yes,3,1,Yes,1,1,Yes,1,1,Yes,1,1,Yes,5,5,Yes,5,5,Yes,3,8,Yes,5,5,Yes,1,1,Yes,7,3,Yes,5,5,Yes,1,1,Yes,1,2,Yes,1,1,Yes,6,5,Yes,4,2,Yes,7,6
3/24/2023 14:06,Man,Woman,Materials Engineering,Yes,7,4,No,,,No,,,No,,,No,,,Yes,7,7,No,,,No,,,Yes,8,5,No,,,No,,,No,,,Yes,7,4,No,,,No,,,Yes,6,8,No,,,No,,,Yes,8,5,Yes,7,5,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,5,5,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,5,3,No,,,No,,,No,,,No,,,No,,,Yes,7,6,No,,,No,,,No,,,No,,,No,,,No,,,No,,,,,,Yes,7,6,Yes,8,6,Yes,6,5,Yes,6,5,No,,,No,,,Yes,7,2,Yes,7,7,Yes,8,8,No,,,No,,,Yes,5,5,No,,,No,,,Yes,4,4,No,,,No,,,Yes,8,6,Yes,8,8,No,,
3/24/2023 14:38,Woman,Man,Materials Engineering,No,,,No,,,No,,,No,,,No,,,Yes,6,5,Yes,8,3,No,,,Yes,3,1,No,,,No,,,No,,,Yes,8,4,No,,,Yes,5,2,No,,,Yes,8,2,No,,,Yes,10,2,Yes,7,7,No,,,Yes,7,4,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,6,2,Yes,6,2,No,,,No,,,Yes,2,2,,,,Yes,4,3,Yes,8,9,Yes,6,6,Yes,8,8,Yes,2,2,No,,,No,,,No,,,Yes,8,9,Yes,8,9,Yes,6,8,Yes,8,5,Yes,8,9,No,,,Yes,5,4,Yes,7,8,No,,,Yes,6,7,No,,,No,,
3/24/2023 14:50,Man,Woman,Games and Simulation Arts and Sciences,Yes,7,5,Yes,5,3,Yes,5,5,Yes,4,4,Yes,5,5,Yes,6,6,Yes,10,10,No,4,4,Yes,8,7,Yes,7,7,Yes,4,4,Yes,4,4,Yes,5,5,Yes,4,4,Yes,4,4,Yes,5,5,Yes,5,5,Yes,4,4,Yes,4,4,Yes,6,6,Yes,8,5,Yes,8,2,Yes,4,3,No,7,5,Yes,8,7,Yes,9,8,Yes,7,7,No,5,5,No,5,5,Yes,6,5,Yes,7,7,Yes,7,7,No,4,3,Yes,7,5,Yes,8,6,No,6,6,No,6,6,No,4,3,Yes,9,2,Yes,7,7,Yes,8,7,No,4,4,No,4,2,No,5,5,No,3,3,Yes,8,5,No,5,5,Yes,8,5,Yes,7,6,No,5,5,No,6,2,No,2,2,No,5,5,No,5,5,Yes,4,4,Yes,8,8,No,5,5,No,5,3,Yes,7,9,,,,Yes,8,3,Yes,9,9,Yes,7,7,Yes,9,10,No,4,1,Yes,6,7,Yes,7,7,Yes,9,10,Yes,10,10,Yes,8,8,Yes,8,7,Yes,10,10,Yes,8,7,Yes,7,6,Yes,1,1,Yes,3,10,Yes,7,8,Yes,10,10,Yes,7,7,Yes,7,7
3/24/2023 15:02,Man,Woman,Computer Science,No,7,8,No,7,8,No,5,5,No,8,3,Yes,1,1,Yes,8,8,Yes,9,3,Yes,9,2,No,7,6,Yes,10,10,No,5,5,No,5,5,Yes,10,10,Yes,6,4,Yes,7,6,Yes,8,5,Yes,1,1,Yes,5,5,No,6,5,Yes,2,1,No,4,6,Yes,10,1,No,5,5,No,5,5,Yes,8,9,Yes,6,4,Yes,10,4,Yes,6,6,No,5,5,Yes,8,3,No,1,10,Yes,9,5,No,1,1,Yes,5,10,No,2,2,No,5,6,No,5,6,No,5,6,Yes,10,3,No,5,6,Yes,10,7,Yes,7,3,Yes,5,6,Yes,7,3,Yes,9,1,Yes,1,1,No,5,5,No,6,8,No,6,9,No,8,8,No,5,6,No,5,6,No,5,6,No,5,6,Yes,8,9,Yes,10,10,No,6,5,No,5,6,Yes,4,10,,,,Yes,10,4,Yes,10,10,Yes,8,10,Yes,6,5,Yes,1,1,No,6,4,Yes,6,5,Yes,6,10,Yes,10,10,Yes,8,4,Yes,6,9,Yes,3,4,Yes,7,6,Yes,7,4,Yes,1,1,Yes,6,6,Yes,5,5,Yes,10,10,Yes,10,10,Yes,10,10
3/24/2023 16:45,Woman,Man,Mathematics,No,,,No,,,No,,,No,,,No,,,Yes,10,7,Yes,10,9,Yes,6,4,No,,,Yes,9,7,No,,,Yes,7,6,No,,,No,,,No,,,Yes,7,2,Yes,10,7,Yes,8,4,No,,,Yes,9,5,No,,,Yes,6,2,Yes,7,7,No,,,Yes,8,3,Yes,8,2,No,,,No,,,Yes,6,4,Yes,8,7,Yes,10,3,Yes,8,4,No,,,Yes,6,2,Yes,6,3,No,,,No,,,No,,,Yes,5,7,Yes,9,10,Yes,8,5,Yes,8,7,No,,,No,,,Yes,6,1,Yes,5,1,No,,,No,,,No,,,No,,,Yes,8,8,Yes,9,9,No,,,No,,,Yes,7,2,Yes,6,2,No,,,No,,,Yes,9,3,,,,Yes,8,2,Yes,10,10,Yes,9,9,Yes,9,7,Yes,4,1,Yes,3,1,Yes,1,1,Yes,7,9,Yes,10,10,Yes,8,9,Yes,7,8,Yes,9,7,Yes,8,8,Yes,9,7,Yes,6,6,Yes,4,2,Yes,6,3,Yes,10,10,Yes,10,8,Yes,8,7
3/24/2023 16:59,Woman,None,Applied Mathematics,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
3/24/2023 17:02,Man,Man,Biomedical Engineering,Yes,7,3,Yes,2,2,No,,,No,,,No,,,Yes,4,1,Yes,6,9,Yes,3,1,No,,,Yes,7,4,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,3,1,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,5,6,No,,,Yes,2,1,Yes,1,1,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,,,,Yes,8,3,Yes,7,7,No,,,No,,,Yes,1,1,No,,,No,,,No,,,Yes,8,9,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
